-1 0.000000 -991151.208940
-1 0.000000 -953041.517418
-1 0.000000 -980732.429721
-1 0.000000 -858342.566577
-1 0.000000 -816324.997908
-1 0.000000 -930363.490527
-1 0.000000 -985086.677466
-1 0.000000 -987620.704434
-1 0.000000 -886947.087046
-1 0.000000 -899752.030947
-1 0.000000 -920622.117158
-1 0.000000 -934416.955636
-1 0.000000 -886597.896730
-1 0.000000 -968012.650291
-1 0.000000 -955779.833543
-1 0.000000 -896674.448001
-1 0.000000 -995968.657301
-1 0.000000 -971412.249612
-1 0.000000 -996408.250763
-1 0.000000 -987412.136589
-1 0.000000 -994503.208699
-1 0.000000 -954964.831887
-1 0.000000 -827055.038558
-1 0.000000 -897521.090637
-1 0.000000 -972750.235191
-1 0.000000 -953682.399490
-1 0.000000 -779845.222158
-1 0.000000 -958279.419517
-1 0.000000 -948576.913433
-1 0.000000 -939710.302733
-1 0.000000 -877641.175158
-1 0.000000 -895993.539593
-1 0.000000 -945874.150884
-1 0.000000 -940229.741086
-1 0.000000 -926369.461465
-1 0.000000 -968964.072138
-1 0.000000 -955912.356294
-1 0.000000 -981330.002126
-1 0.000000 -971819.445044
-1 0.000000 -903539.916978
-1 0.000000 -938436.994832
-1 0.000000 -897970.413747
-1 0.000000 -958248.744291
-1 0.000000 -918188.248122
-1 0.000000 -920254.520290
-1 0.000000 -734605.750017
-1 0.000000 -937405.857913
-1 0.000000 -978920.523984
-1 0.000000 -996657.438454
-1 0.000000 -949446.400064
-1 0.000000 -861863.786461
-1 0.000000 -940726.945607
-1 0.000000 -964039.256363
-1 0.000000 -975778.000202
-1 0.000000 -993747.042945
-1 0.000000 -960833.484301
-1 0.000000 -972524.362159
-1 0.000000 -865953.745611
-1 0.000000 -988187.840741
-1 0.000000 -983422.241327
-1 0.000000 -900610.006075
-1 0.000000 -952943.018109
-1 0.000000 -935787.128854
-1 0.000000 -988324.939213
-1 0.000000 -988849.650699
-1 0.000000 -960254.287816
-1 0.000000 -975895.598868
-1 0.000000 -986753.975556
-1 0.000000 -951165.297828
-1 0.000000 -911596.293302
